model_name,k_params,bic,cv_risk,xpe,c_lambda
cos_poly_deg2,6,161297.5750848237,247.84417369361478,1.0349555285568508,161297.57175056502
cos_poly_deg1,5,161856.0366817425,251.3853094908126,1.0203766413573407,161856.03472420268
cos_poly_deg0,4,162770.5680579259,256.507697784811,1.0,162770.5680579259
